Year,Semester,Subject,Catalog #,Section,Title,Class #,Intructor 1,Intructor 2,Instructor 3,Intructor 4,Intructor 5,Component,Type,Units,Requisites,Wait List,Fees,Seats Available,Days 1,Start 1,End 1,Building 1,Room 1,Days 2,Start 2,End 2,Building 2,Room 2,Days 3,Start 3,End 3,Building 3,Room 3,Days 4,Start 4,End 4,Building 4,Room 4,Days 5,Start 5,End 5,Building 5,Room 5,Session,Meets With 1,Meets With 2,Meets With 3,Meets With 4,Meets With 5,Meets With 6,Meets With 7,Meets With 8,Meets With 9
2005,Fall,ANTH,311,001,First Nations of Wstn N. Amrca,11418,"FRITZ, JOHN N",,,,,Lecture,In Person,0.0,,No,$243.00,3,M,18:00:00,21:00:00,JTB,130,,,,,,,,,,,,,,,,,,,,,,ANTH 3112 001,ANTH 6112 001,,,,,,,
2005,Fall,ANTH,313,001,Peoples/Culture Mid E,11242,"LOEB, LAURENCE D",,,,,Lecture,In Person,0.0,,No,$243.00,2,M,14:00:00,17:00:00,OSH,202,,,,,,,,,,,,,,,,,,,,,,ANTH 3131 001,ANTH 6131 001,MID E 3713 001,MID E 6713 001,,,,,
2005,Fall,ANTH,332,001,Mesoamerican Archaeology,11420,"PAINE, RICHARD R",,,,,Lecture,In Person,0.0,,No,$243.00,3,MW,13:25:00,14:45:00,AEB,320,,,,,,,,,,,,,,,,,,,,,,ANTH 3322 001,ANTH 5322 001,,,,,,,
2005,Fall,ANTH,396,001,ANTH 396,11243,"WASILEWSKA, EWA",,,,,Lecture,In Person,0.0,,No,,3,T,18:00:00,21:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH 3969 001,ANTH 5969 001,,,,,,,
2005,Fall,ANTH,396,002,ANTH 396,11244,"WASILEWSKA, EWA",,,,,Lecture,In Person,0.0,,No,,3,H,18:00:00,21:00:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 3969 002,ANTH 5969 002,,,,,,,
2005,Fall,ANTH,396,003,Special Topics,11245,"OLSEN, REBECCA",,,,,Lecture,In Person,0.0,,No,,3,TH,14:00:00,15:20:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH 3969 003,,,,,,,,
2005,Fall,ANTH,417,001,"Myth, Magic & Religion",11421,"LOEB, LAURENCE D",,,,,Lecture,In Person,0.0,,No,$243.00,3,MW,11:50:00,13:10:00,SW,137,,,,,,,,,,,,,,,,,,,,,,ANTH 4171 001,ANTH 6171 001,,,,,,,
2005,Fall,ANTH,1010,001,Culture & Human Exper,1435,"JONES, DOUGLAS M",,,,,Lecture,In Person,3.0,,No,,95,TH,12:25:00,13:45:00,S BEH AUD,.,,,,,,,,,,,,,,,,,,,,,,ANTH  110 001,,,,,,,,
2005,Fall,ANTH,1010,002,Culture & Human Exper,6447,"BRAUN, SHELLY B",,,,,Lecture,In Person,3.0,,No,,6,W,18:00:00,21:00:00,ST,104,,,,,,,,,,,,,,,,,,,,,,ANTH  110 002,,,,,,,,
2005,Fall,ANTH,1010,020,Culture & Human Exper,9865,"SCHAEFER, MELISSA K",,,,,Lecture,In Person,3.0,,No,,29,T,18:00:00,21:00:00,202,,,,,,,,,,,,,,,,,,,,,,,ANTH  110 020,,,,,,,,
2005,Fall,ANTH,1010,070,Culture & Human Exper,13676,,,,,,Lecture,In Person,3.0,,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1010,090,Culture & Human Exper,8053,"BRENNER-COLTRAIN, JOAN",,,,,Lecture,In Person,3.0,,No,$25.00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1010,091,Culture & Human Exper,13802,"PARKER, CHRISTOPHER H",,,,,Lecture,In Person,3.0,,No,$25.00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1020,001,Human Origin Evol/Diver,7346,"MCCULLOUGH, JOHN M",,,,,Lecture,In Person,3.0,,No,,5,TH,10:45:00,12:05:00,ST,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1020,002,Human Origin Evol/Diver,6340,"CARLYLE, SHAWN W",,,,,Lecture,In Person,3.0,,No,,21,MW,18:00:00,19:30:00,AEB,350,,,,,,,,,,,,,,,,,,,,,,ANTH  120 002,,,,,,,,
2005,Fall,ANTH,1020,020,Human Origin Evol/Diver,9756,"SCHAEFER, MELISSA K",,,,,Lecture,In Person,3.0,,No,,27,H,18:00:00,21:00:00,202,,,,,,,,,,,,,,,,,,,,,,,ANTH  120 020,,,,,,,,
2005,Fall,ANTH,1020,090,Human Origin Evol/Diver,6873,"BECK, RAYMOND K",,,,,Lecture,In Person,3.0,,No,$25.00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1030,001,World Prehistory: Intro,1442,"BRENNER-COLTRAIN, JOAN",,,,,Lecture,In Person,3.0,,No,,56,MWF,09:40:00,10:30:00,OSH,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1030,002,World Prehistory: Intro,1444,"BYERS, DAVID A",,,,,Lecture,In Person,3.0,,No,,23,MW,16:35:00,18:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1030,090,World Prehistory: Intro,8855,"BOOMGARDEN, SHANNON A",,,,,Lecture,In Person,3.0,,No,$25.00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1050,001,ANTH 1050,1445,"CASHDAN, ELIZABETH A","ROGERS, ALAN R",,,,Lecture,In Person,3.0,,No,,38,TH,09:10:00,10:30:00,ST,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1050,002,ANTH 1050,8179,"PENNINGTON, RENEE L",,,,,Lecture,In Person,3.0,,No,,23,TH,16:35:00,18:00:00,ST,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,1050,090,ANTH 1050,11741,"RABB, JACQUELINE E",,,,,Lecture,In Person,3.0,,No,$25.00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2017,001,Human Heritage,1448,"OLSEN, REBECCA",,,,,Lecture,In Person,3.0,,No,,2,TH,10:45:00,12:05:00,ST,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2017,070,Human Heritage,11108,"OLSEN, REBECCA",,,,,Lecture,In Person,3.0,,No,,21,M,18:00:00,21:00:00,SANDY,121,,,,,,,,,,,,,,,,,,,,,,ANTH  210 070,,,,,,,,
2005,Fall,ANTH,2018,001,Human Universals,8055,"BRAUN, SHELLY B",,,,,Lecture,In Person,3.0,,No,,19,TH,15:40:00,17:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2018,090,Human Universals,13700,"SCHUG, MARIAH G",,,,,Lecture,In Person,3.0,,No,$25.00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2020,001,Human Evolution,12999,"HARPENDING, HENRY C",,,,,Lecture,In Person,3.0,,No,,5,TH,09:10:00,10:30:00,AEB,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2030,001,Archaeology,9028,"HUNSAKER, LORI A",,,,,Lecture,In Person,3.0,,No,,29,H,18:00:00,21:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH  231 001,,,,,,,,
2005,Fall,ANTH,2030,070,Archaeology,12976,"UGAN, ANDREW S",,,,,Lecture,In Person,3.0,,No,,27,T,18:00:00,21:00:00,SANDY,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2031,001,Rise of Civilization,8062,"PAINE, RICHARD R",,,,,Lecture,In Person,3.0,,No,,7,MW,11:50:00,13:10:00,ST,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,2031,002,ANTH 2031,11301,"WASILEWSKA, EWA",,,,,Lecture,In Person,3.0,,No,,17,W,18:00:00,21:00:00,ST,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,3000,001,Acad Resources & Tech,9210,,,,,,Lecture,In Person,1.0,,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,3111,001,First Nations E N Amer,13677,"CARLYLE, SHAWN W",,,,,Lecture,In Person,3.0,Yes,No,,16,TH,18:00:00,19:30:00,ST,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,3112,001,First Nations W N Amer,6554,"FRITZ, JOHN N",,,,,Lecture,In Person,3.0,,No,,33,M,18:00:00,21:00:00,JTB,130,,,,,,,,,,,,,,,,,,,,,,ANTH  311 001,ANTH 6112 001,,,,,,,
2005,Fall,ANTH,3131,001,Peoples/Culture Mid E,11059,"LOEB, LAURENCE D",,,,,Lecture,In Person,3.0,,No,,18,M,14:00:00,17:00:00,OSH,202,,,,,,,,,,,,,,,,,,,,,,ANTH  313 001,ANTH 6131 001,MID E 3713 001,MID E 6713 001,,,,,
2005,Fall,ANTH,3211,001,Biology Native American,13832,"CARLYLE, SHAWN W","O'ROURKE, DENNIS H",,,,Lecture,In Person,3.0,,No,,20,MW,11:50:00,13:10:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 5211 001,,,,,,,,
2005,Fall,ANTH,3311,001,North Amer Prehistory,12988,"BROUGHTON, JOHN",,,,,Lecture,In Person,3.0,,No,,13,TH,07:30:00,08:50:00,ST,214,,,,,,,,,,,,,,,,,,,,,,ANTH 5311 001,,,,,,,,
2005,Fall,ANTH,3322,001,Mesoamerican Archaeolgy,11047,"PAINE, RICHARD R",,,,,Lecture,In Person,3.0,,No,,23,MW,13:25:00,14:45:00,AEB,320,,,,,,,,,,,,,,,,,,,,,,ANTH  332 001,ANTH 5322 001,,,,,,,
2005,Fall,ANTH,3969,001,ANTH 3969,3406,"WASILEWSKA, EWA",,,,,Special Topics,In Person,3.0,,No,,29,T,18:00:00,21:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH  396 001,ANTH 5969 001,,,,,,,
2005,Fall,ANTH,3969,002,ANTH 3969,7201,"WASILEWSKA, EWA",,,,,Special Topics,In Person,3.0,,No,,5,H,18:00:00,21:00:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH  396 002,ANTH 5969 002,,,,,,,
2005,Fall,ANTH,3969,003,Women Cross Culturally,8856,"OLSEN, REBECCA",,,,,Special Topics,In Person,3.0,,No,,12,TH,14:00:00,15:20:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH  396 003,,,,,,,,
2005,Fall,ANTH,4123,001,Cultural Tradition Asia,13003,"RODSETH, LARS T",,,,,Lecture,In Person,3.0,Yes,No,,7,TH,12:25:00,13:45:00,AEB,320,,,,,,,,,,,,,,,,,,,,,,ANTH 6123 001,,,,,,,,
2005,Fall,ANTH,4138,001,Anthr Violence NonViol,13009,"JONES, DOUGLAS M",,,,,Lecture,In Person,3.0,Yes,No,,3,TH,09:10:00,10:30:00,OSH,111,,,,,,,,,,,,,,,,,,,,,,ANTH 6138 001,,,,,,,,
2005,Fall,ANTH,4143,001,Anthropology Mormonism,11057,"KNOWLTON, DAVID C",,,,,Lecture,In Person,3.0,Yes,No,,7,W,18:00:00,21:00:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 6143 001,,,,,,,,
2005,Fall,ANTH,4171,001,Myth Magic Religion,7406,"LOEB, LAURENCE D",,,,,Lecture,In Person,3.0,,No,,14,MW,11:50:00,13:10:00,SW,137,,,,,,,,,,,,,,,,,,,,,,ANTH  417 001,ANTH 6171 001,,,,,,,
2005,Fall,ANTH,4261,001,Paleoanthropology,11065,"CARLYLE, SHAWN W",,,,,Lecture,In Person,3.0,,No,,15,TH,14:00:00,15:20:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 6261 001,,,,,,,,
2005,Fall,ANTH,4271,001,Human Osteology,11067,"BROUGHTON, JOHN",,,,,Lecture,In Person,3.0,,No,,6,M,14:00:00,17:00:00,ST,209,,,,,,,,,,,,,,,,,,,,,,ANTH 6271 001,,,,,,,,
2005,Fall,ANTH,4291,001,Evolution Human Health,7407,"MCCULLOUGH, JOHN M",,,,,Lecture,In Person,3.0,,No,,30,TH,15:40:00,17:00:00,JTB,140,,,,,,,,,,,,,,,,,,,,,,ANTH 6291 001,,,,,,,,
2005,Fall,ANTH,4461,001,Behavioral Ecol/Anthro,13012,"HAWKES, KRISTEN",,,,,Lecture,In Person,3.0,Yes,No,,25,TH,10:45:00,12:05:00,LCB,219,,,,,,,,,,,,,,,,,,,,,,ANTH 5461 001,,,,,,,,
2005,Fall,ANTH,4481,001,Evolutionary Psychology,13013,"CASHDAN, ELIZABETH A",,,,,Lecture,In Person,3.0,,No,,9,TH,12:25:00,13:45:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH 6481 001,,,,,,,,
2005,Fall,ANTH,4950,001,Individual Study,3138,"O'CONNELL, JAMES F",,,,,Independent Study,In Person,1.0 -   3.0,,No,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,4962,001,ANTH 4962,13028,"ROBSON, SHANNEN L",,,,,Special Topics,In Person,3.0,,No,,29,TH,14:00:00,15:20:00,ST,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,4999,001,Honors Thesis/Project,3140,"MCCULLOUGH, JOHN M",,,,,Honors Thesis Project,In Person,3.0,,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,5211,001,Biology Native American,13833,"CARLYLE, SHAWN W","O'ROURKE, DENNIS H",,,,Lecture,In Person,3.0,Yes,No,,8,MW,11:50:00,13:10:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 3211 001,,,,,,,,
2005,Fall,ANTH,5221,001,Human Evol Genetics,11052,,,,,,Lecture,In Person,3.0,Yes,No,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,5311,001,North Amer Prehistory,12998,"BROUGHTON, JOHN",,,,,Lecture,In Person,3.0,Yes,No,,9,TH,07:30:00,08:50:00,ST,214,,,,,,,,,,,,,,,,,,,,,,ANTH 3311 001,,,,,,,,
2005,Fall,ANTH,5322,001,Mesoamerican Archaeolgy,11048,"PAINE, RICHARD R",,,,,Lecture,In Person,3.0,Yes,No,,5,MW,13:25:00,14:45:00,AEB,320,,,,,,,,,,,,,,,,,,,,,,ANTH  332 001,ANTH 3322 001,,,,,,,
2005,Fall,ANTH,5461,001,Behavioral Ecol/Anthro,13015,"HAWKES, KRISTEN",,,,,Lecture,In Person,3.0,Yes,No,,3,TH,10:45:00,12:05:00,LCB,219,,,,,,,,,,,,,,,,,,,,,,ANTH 4461 001,,,,,,,,
2005,Fall,ANTH,5711,001,Stu Ind Research Group,3142,"METCALFE, DUNCAN",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,5969,001,ANTH 5969,3318,"WASILEWSKA, EWA",,,,,Special Topics,In Person,3.0,Yes,No,,5,T,18:00:00,21:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH  396 001,ANTH 3969 001,,,,,,,
2005,Fall,ANTH,5969,002,ANTH 5969,7202,"WASILEWSKA, EWA",,,,,Special Topics,In Person,3.0,Yes,No,,-1,H,18:00:00,21:00:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH  396 002,ANTH 3969 002,,,,,,,
2005,Fall,ANTH,6112,001,First Nations W N Amer,8912,"FRITZ, JOHN N",,,,,Lecture,In Person,3.0,Yes,No,,9,M,18:00:00,21:00:00,JTB,130,,,,,,,,,,,,,,,,,,,,,,ANTH  311 001,ANTH 3112 001,,,,,,,
2005,Fall,ANTH,6123,001,Cultural Tradition Asia,13004,"RODSETH, LARS T",,,,,Lecture,In Person,3.0,Yes,No,,8,TH,12:25:00,13:45:00,AEB,320,,,,,,,,,,,,,,,,,,,,,,ANTH 4123 001,,,,,,,,
2005,Fall,ANTH,6131,001,Peoples/Culture Mid E,11060,"LOEB, LAURENCE D",,,,,Lecture,In Person,3.0,Yes,No,,8,M,14:00:00,17:00:00,OSH,202,,,,,,,,,,,,,,,,,,,,,,ANTH  313 001,ANTH 3131 001,MID E 3713 001,MID E 6713 001,,,,,
2005,Fall,ANTH,6138,001,Anthr Violence NonViol,13010,"JONES, DOUGLAS M",,,,,Lecture,In Person,3.0,Yes,No,,10,TH,09:10:00,10:30:00,OSH,111,,,,,,,,,,,,,,,,,,,,,,ANTH 4138 001,,,,,,,,
2005,Fall,ANTH,6143,001,Anthropology Mormonism,11058,"KNOWLTON, DAVID C",,,,,Lecture,In Person,3.0,Yes,No,,1,W,18:00:00,21:00:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 4143 001,,,,,,,,
2005,Fall,ANTH,6152,001,Australia/N Guinea-Ethn,11299,,,,,,Lecture,In Person,3.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6161,001,Anthropologic Theory I,13702,"RODSETH, LARS T",,,,,Lecture,In Person,3.0,Yes,No,,20,W,14:00:00,17:00:00,ST,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6162,001,Anthropologic Theory II,11054,,,,,,Lecture,In Person,3.0,Yes,No,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6168,001,Prblms in Medical Anthr,10465,"MCCULLOUGH, JOHN M",,,,,Seminar,In Person,1.0,Yes,No,,15,W,11:50:00,12:40:00,ST,103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6261,001,Paleoanthropology,11066,"CARLYLE, SHAWN W",,,,,Lecture,In Person,3.0,Yes,No,,2,TH,14:00:00,15:20:00,ST,216,,,,,,,,,,,,,,,,,,,,,,ANTH 4261 001,,,,,,,,
2005,Fall,ANTH,6271,001,Human Osteology,11068,"BROUGHTON, JOHN",,,,,Lecture,In Person,3.0,Yes,No,,5,M,14:00:00,17:00:00,ST,209,,,,,,,,,,,,,,,,,,,,,,ANTH 4271 001,,,,,,,,
2005,Fall,ANTH,6291,001,Evolution Human Health,8913,"MCCULLOUGH, JOHN M",,,,,Lecture,In Person,3.0,Yes,No,,10,TH,15:40:00,17:00:00,JTB,140,,,,,,,,,,,,,,,,,,,,,,ANTH 4291 001,,,,,,,,
2005,Fall,ANTH,6299,001,Sem-Biological Anthro,9755,"ROGERS, ALAN R",,,,,Seminar,In Person,3.0,Yes,No,,18,F,14:00:00,17:00:00,ST,103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6481,001,Evolutionary Psychology,13014,"CASHDAN, ELIZABETH A",,,,,Lecture,In Person,3.0,Yes,No,,3,TH,12:25:00,13:45:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH 4481 001,,,,,,,,
2005,Fall,ANTH,6498,001,Pblms In Evol Anthro,8217,"HAWKES, KRISTEN",,,,,Seminar,In Person,1.0,Yes,No,,13,F,11:50:00,12:40:00,ST,103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6498,002,Pblms In Evol Anthro,13678,"HARPENDING, HENRY C",,,,,Seminar,In Person,1.0,Yes,No,,7,T,12:25:00,13:45:00,ST,103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6611,001,Prep Grant Proposals,13039,"O'ROURKE, DENNIS H",,,,,Lecture,In Person,3.0,Yes,No,,14,M,14:00:00,17:00:00,ST,103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6950,001,Individual Study,3144,"O'CONNELL, JAMES F",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6970,001,Thesis Research-Masters,3145,"O'CONNELL, JAMES F",,,,,Thesis Research,In Person,1.0 -   9.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,6980,001,Faculty Consultation,3146,"O'CONNELL, JAMES F",,,,,Independent Study,In Person,3.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,7910,001,Individual Research,3147,"O'CONNELL, JAMES F",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,7910,016,Individual Research,13791,"WIESSNER, PAULINE W",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,7920,001,Guided Reading,3148,"O'CONNELL, JAMES F",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,7970,001,Thesis Research-PhD,3149,"O'CONNELL, JAMES F",,,,,Thesis Research,In Person,1.0 -   9.0,Yes,No,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,7980,001,Faculty Consultation,3150,"O'CONNELL, JAMES F",,,,,Independent Study,In Person,3.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Fall,ANTH,7990,001,Cont Reg-PhD,3151,"O'CONNELL, JAMES F",,,,,Continuing Registration,In Person,0.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,110,002,Culture & Human Experience,10114,"BRAUN, SHELLY B",,,,,Lecture,In Person,0.0,,No,$243.00,5,W,18:00:00,21:00:00,ST,104,,,,,,,,,,,,,,,,,,,,,,ANTH 1010 002,,,,,,,,
2006,Spring,ANTH,120,002,Human Origin Evol/Diver,10117,"CARLYLE, SHAWN W",,,,,Lecture,In Person,0.0,,No,$243.00,5,T,18:00:00,21:00:00,ST,208,,,,,,,,,,,,,,,,,,,,,,ANTH 1020 002,,,,,,,,
2006,Spring,ANTH,120,020,Human Origin Evol/Diver,10118,,,,,,Lecture,In Person,0.0,,No,$243.00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTH 1020 020,,,,,,,,
2006,Spring,ANTH,231,002,Archaeology,10119,"BYERS, DAVID A",,,,,Lecture,In Person,0.0,,No,$243.00,4,W,18:00:00,21:00:00,ST,208,,,,,,,,,,,,,,,,,,,,,,ANTH 2030 002,,,,,,,,
2006,Spring,ANTH,232,001,Rise of Civilization,10120,"WASILEWSKA, EWA",,,,,Lecture,In Person,0.0,,No,$243.00,4,W,14:00:00,17:00:00,ST,104,,,,,,,,,,,,,,,,,,,,,,ANTH 2031 001,,,,,,,,
2006,Spring,ANTH,313,001,Anthropology of Judaism,14364,"LOEB, LAURENCE D",,,,,Lecture,In Person,0.0,,No,$243.00,5,T,18:00:00,21:00:00,ST,104,,,,,,,,,,,,,,,,,,,,,,ANTH 3133 001,ANTH 6033 001,MID E 3733 001,MID E 6733 001,,,,,
2006,Spring,ANTH,314,001,Himalayan Kingdoms,15153,"RODSETH, LARS T",,,,,Lecture,In Person,0.0,,No,$243.00,2,W,16:35:00,19:05:00,LCB,225,,,,,,,,,,,,,,,,,,,,,,ANTH 3142 001,ANTH 6142 001,,,,,,,
2006,Spring,ANTH,391,002,Black Atlantic,10122,"JONES, DOUGLAS M",,,,,Special Topics,In Person,0.0,,No,$243.00,5,TH,12:25:00,13:45:00,LCB,225,,,,,,,,,,,,,,,,,,,,,,ANTH 3961 001,ANTH 5961 001,,,,,,,
2006,Spring,ANTH,396,001,Pharaonic Egypt,10123,"WASILEWSKA, EWA",,,,,Lecture,In Person,0.0,,No,,3,H,18:00:00,21:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH 3969 001,ANTH 5969 001,MID E 3753 001,,,,,,
2006,Spring,ANTH,396,002,Creation Stories Middle East,10125,"WASILEWSKA, EWA",,,,,Lecture,In Person,0.0,,No,,3,W,18:00:00,21:00:00,ST,205,,,,,,,,,,,,,,,,,,,,,,ANTH 3969 002,ANTH 5969 002,MID E 4880 007,,,,,,
2006,Spring,ANTH,396,003,Women Cross Culturally,10128,"OLSEN, REBECCA",,,,,Lecture,In Person,0.0,,No,,5,MW,13:25:00,14:45:00,ST,208,,,,,,,,,,,,,,,,,,,,,,ANTH 3969 003,ANTH 5969 003,,,,,,,
2006,Spring,ANTH,439,001,Native American Religion,10134,"FRITZ, JOHN N",,,,,Lecture,In Person,0.0,,No,$243.00,4,M,18:00:00,21:00:00,ST,214,,,,,,,,,,,,,,,,,,,,,,ANTH 4139 001,ANTH 6139 001,,,,,,,
2006,Spring,ANTH,1010,001,Culture & Human Exper,10156,"LOEB, LAURENCE D",,,,,Lecture,In Person,3.0,,No,,46,TH,10:45:00,12:05:00,S BEH AUD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1010,002,Culture & Human Exper,10188,"BRAUN, SHELLY B",,,,,Lecture,In Person,3.0,,No,,33,W,18:00:00,21:00:00,ST,104,,,,,,,,,,,,,,,,,,,,,,ANTH  110 002,,,,,,,,
2006,Spring,ANTH,1010,090,Culture & Human Exper,10189,"BRENNER-COLTRAIN, JOAN",,,,,Lecture,In Person,3.0,,No,$25.00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1010,091,Culture & Human Exper,13277,"PARKER, CHRISTOPHER H",,,,,Lecture,In Person,3.0,,No,$25.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1020,001,Human Origin Evol/Diver,10192,"HARPENDING, HENRY C",,,,,Lecture,In Person,3.0,,No,,35,MWF,09:40:00,10:30:00,ST,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1020,002,Human Origin Evol/Diver,10194,"CARLYLE, SHAWN W",,,,,Lecture,In Person,3.0,,No,,23,T,18:00:00,21:00:00,ST,208,,,,,,,,,,,,,,,,,,,,,,ANTH  120 002,,,,,,,,
2006,Spring,ANTH,1020,020,Human Origin Evol/Diver,10195,,,,,,Lecture,In Person,3.0,,No,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTH  120 020,,,,,,,,
2006,Spring,ANTH,1020,090,Human Origin Evol/Diver,10197,"BECK, RAYMOND K",,,,,Lecture,In Person,3.0,,No,$25.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1030,001,World Prehistory: Intro,10199,"BRENNER-COLTRAIN, JOAN",,,,,Lecture,In Person,3.0,,No,,47,TH,12:25:00,13:45:00,ST,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1030,002,World Prehistory: Intro,10200,"HUNSAKER, LORI A",,,,,Lecture,In Person,3.0,,No,,14,M,18:00:00,21:00:00,ST,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Spring,ANTH,1030,090,World Prehistory: Intro,10201,"BOOMGARDEN, SHANNON A",,,,,Lecture,In Person,3.0,,No,$25.00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
